city,topic,中立,反対,賛成,選挙区
狛江市,憲法９条の改正,0.0,7.0,2.0,22区
狛江市,再生可能エネルギーの導入促進,0.0,1.0,8.0,22区
狛江市,エネルギー安全保障の確保,1.0,6.0,2.0,22区
狛江市,日米同盟の廃止,4.0,3.0,2.0,22区
狛江市,教育格差の是正,0.0,2.0,7.0,22区
狛江市,地域資源の活用,0.0,3.0,6.0,22区
狛江市,働き方の多様化,0.0,6.0,3.0,22区
狛江市,労働法制の整備,3.0,1.0,5.0,22区
狛江市,在宅医療の推進,2.0,0.0,7.0,22区
狛江市,介護人材の確保,6.0,3.0,0.0,22区
狛江市,医療費の持続可能性確保,1.0,5.0,3.0,22区
狛江市,サイバーセキュリティの強化,7.0,0.0,2.0,22区
狛江市,電子政府（e-Government）の推進,2.0,6.0,1.0,22区
町田市,外国人労働者の受け入れ拡大,5.0,18.0,18.0,23区
町田市,子育て支援の充実,13.0,5.0,23.0,23区
町田市,インフラ投資の強化,2.0,20.0,19.0,23区
町田市,イノベーションの促進,1.0,15.0,25.0,23区
町田市,防衛力の強化,18.0,15.0,8.0,23区
町田市,憲法９条の改正,1.0,31.0,9.0,23区
町田市,再生可能エネルギーの導入促進,7.0,7.0,27.0,23区
町田市,エネルギー安全保障の確保,5.0,28.0,8.0,23区
町田市,日米同盟の廃止,15.0,25.0,1.0,23区
町田市,教育格差の是正,13.0,10.0,18.0,23区
町田市,地域資源の活用,4.0,14.0,23.0,23区
町田市,働き方の多様化,2.0,18.0,21.0,23区
町田市,労働法制の整備,11.0,2.0,28.0,23区
町田市,在宅医療の推進,6.0,0.0,35.0,23区
町田市,介護人材の確保,17.0,15.0,9.0,23区
町田市,医療費の持続可能性確保,11.0,15.0,15.0,23区
町田市,サイバーセキュリティの強化,24.0,4.0,13.0,23区
町田市,電子政府（e-Government）の推進,14.0,26.0,1.0,23区
目黒区,外国人労働者の受け入れ拡大,1.0,9.0,6.0,26区
目黒区,子育て支援の充実,5.0,2.0,9.0,26区
目黒区,インフラ投資の強化,1.0,11.0,4.0,26区
目黒区,イノベーションの促進,0.0,7.0,9.0,26区
目黒区,防衛力の強化,9.0,2.0,5.0,26区
目黒区,憲法９条の改正,0.0,11.0,5.0,26区
目黒区,再生可能エネルギーの導入促進,2.0,3.0,11.0,26区
目黒区,エネルギー安全保障の確保,2.0,14.0,0.0,26区
目黒区,日米同盟の廃止,4.0,12.0,0.0,26区
目黒区,教育格差の是正,4.0,4.0,8.0,26区
目黒区,地域資源の活用,1.0,4.0,11.0,26区
目黒区,働き方の多様化,1.0,7.0,8.0,26区
目黒区,労働法制の整備,4.0,4.0,8.0,26区
目黒区,在宅医療の推進,2.0,1.0,13.0,26区
目黒区,介護人材の確保,8.0,6.0,2.0,26区
目黒区,医療費の持続可能性確保,1.0,8.0,7.0,26区
目黒区,サイバーセキュリティの強化,11.0,0.0,5.0,26区
目黒区,電子政府（e-Government）の推進,5.0,10.0,1.0,26区
神津島村,外国人労働者の受け入れ拡大,0.0,3.0,3.0,
神津島村,子育て支援の充実,2.0,3.0,1.0,
神津島村,インフラ投資の強化,0.0,3.0,3.0,
神津島村,イノベーションの促進,0.0,2.0,4.0,
神津島村,防衛力の強化,5.0,0.0,1.0,
神津島村,憲法９条の改正,0.0,5.0,1.0,
神津島村,再生可能エネルギーの導入促進,0.0,1.0,5.0,
神津島村,エネルギー安全保障の確保,1.0,4.0,1.0,
神津島村,日米同盟の廃止,2.0,3.0,1.0,
神津島村,教育格差の是正,2.0,3.0,1.0,
神津島村,地域資源の活用,0.0,4.0,2.0,
神津島村,働き方の多様化,0.0,1.0,5.0,
神津島村,労働法制の整備,2.0,1.0,3.0,
神津島村,在宅医療の推進,0.0,0.0,6.0,
神津島村,介護人材の確保,3.0,3.0,0.0,
神津島村,医療費の持続可能性確保,1.0,5.0,0.0,
神津島村,サイバーセキュリティの強化,4.0,1.0,1.0,
神津島村,電子政府（e-Government）の推進,2.0,3.0,1.0,
福生市,外国人労働者の受け入れ拡大,0.0,1.0,1.0,25区
福生市,子育て支援の充実,0.0,0.0,2.0,25区
福生市,インフラ投資の強化,0.0,1.0,1.0,25区
福生市,イノベーションの促進,0.0,1.0,1.0,25区
福生市,防衛力の強化,1.0,1.0,0.0,25区
福生市,憲法９条の改正,1.0,0.0,1.0,25区
福生市,再生可能エネルギーの導入促進,0.0,0.0,2.0,25区
福生市,エネルギー安全保障の確保,1.0,1.0,0.0,25区
福生市,日米同盟の廃止,1.0,1.0,0.0,25区
福生市,教育格差の是正,0.0,0.0,2.0,25区
福生市,地域資源の活用,0.0,0.0,2.0,25区
福生市,働き方の多様化,0.0,0.0,2.0,25区
福生市,労働法制の整備,1.0,0.0,1.0,25区
福生市,在宅医療の推進,0.0,0.0,2.0,25区
福生市,介護人材の確保,2.0,0.0,0.0,25区
福生市,医療費の持続可能性確保,0.0,1.0,1.0,25区
福生市,サイバーセキュリティの強化,2.0,0.0,0.0,25区
福生市,電子政府（e-Government）の推進,0.0,1.0,1.0,25区
稲城市,外国人労働者の受け入れ拡大,1.0,3.0,4.0,30区
稲城市,子育て支援の充実,2.0,1.0,5.0,30区
稲城市,インフラ投資の強化,0.0,3.0,5.0,30区
稲城市,イノベーションの促進,0.0,4.0,4.0,30区
稲城市,防衛力の強化,4.0,4.0,0.0,30区
稲城市,憲法９条の改正,1.0,2.0,5.0,30区
稲城市,再生可能エネルギーの導入促進,0.0,1.0,7.0,30区
稲城市,エネルギー安全保障の確保,2.0,5.0,1.0,30区
稲城市,日米同盟の廃止,0.0,8.0,0.0,30区
稲城市,教育格差の是正,1.0,0.0,7.0,30区
稲城市,地域資源の活用,0.0,2.0,6.0,30区
稲城市,働き方の多様化,0.0,3.0,5.0,30区
稲城市,労働法制の整備,0.0,2.0,6.0,30区
稲城市,在宅医療の推進,1.0,0.0,7.0,30区
稲城市,介護人材の確保,3.0,1.0,4.0,30区
稲城市,医療費の持続可能性確保,1.0,7.0,0.0,30区
稲城市,サイバーセキュリティの強化,5.0,1.0,2.0,30区
稲城市,電子政府（e-Government）の推進,1.0,6.0,1.0,30区
立川市,外国人労働者の受け入れ拡大,3.0,1.0,9.0,21区
立川市,子育て支援の充実,5.0,1.0,7.0,21区
立川市,インフラ投資の強化,1.0,8.0,4.0,21区
立川市,イノベーションの促進,0.0,3.0,10.0,21区
立川市,防衛力の強化,6.0,2.0,5.0,21区
立川市,憲法９条の改正,1.0,8.0,4.0,21区
立川市,再生可能エネルギーの導入促進,2.0,3.0,8.0,21区
立川市,エネルギー安全保障の確保,4.0,7.0,2.0,21区
立川市,日米同盟の廃止,6.0,6.0,1.0,21区
立川市,教育格差の是正,4.0,6.0,3.0,21区
立川市,地域資源の活用,1.0,5.0,7.0,21区
立川市,働き方の多様化,1.0,6.0,6.0,21区
立川市,労働法制の整備,4.0,1.0,8.0,21区
立川市,在宅医療の推進,5.0,0.0,8.0,21区
立川市,介護人材の確保,7.0,4.0,2.0,21区
立川市,医療費の持続可能性確保,3.0,5.0,5.0,21区
立川市,サイバーセキュリティの強化,7.0,1.0,5.0,21区
立川市,電子政府（e-Government）の推進,1.0,12.0,0.0,21区
練馬区,外国人労働者の受け入れ拡大,4.0,16.0,23.0,9区
練馬区,外国人労働者の受け入れ拡大,4.0,16.0,23.0,28区
練馬区,子育て支援の充実,18.0,8.0,17.0,9区
練馬区,子育て支援の充実,18.0,8.0,17.0,28区
練馬区,インフラ投資の強化,2.0,26.0,15.0,9区
練馬区,インフラ投資の強化,2.0,26.0,15.0,28区
練馬区,イノベーションの促進,2.0,17.0,24.0,9区
練馬区,イノベーションの促進,2.0,17.0,24.0,28区
練馬区,防衛力の強化,18.0,16.0,9.0,9区
練馬区,防衛力の強化,18.0,16.0,9.0,28区
練馬区,憲法９条の改正,0.0,24.0,19.0,9区
練馬区,憲法９条の改正,0.0,24.0,19.0,28区
練馬区,再生可能エネルギーの導入促進,9.0,6.0,28.0,9区
練馬区,再生可能エネルギーの導入促進,9.0,6.0,28.0,28区
練馬区,エネルギー安全保障の確保,6.0,19.0,18.0,9区
練馬区,エネルギー安全保障の確保,6.0,19.0,18.0,28区
練馬区,日米同盟の廃止,17.0,23.0,3.0,9区
練馬区,日米同盟の廃止,17.0,23.0,3.0,28区
練馬区,教育格差の是正,15.0,8.0,20.0,9区
練馬区,教育格差の是正,15.0,8.0,20.0,28区
練馬区,地域資源の活用,1.0,11.0,31.0,9区
練馬区,地域資源の活用,1.0,11.0,31.0,28区
練馬区,働き方の多様化,0.0,18.0,25.0,9区
練馬区,働き方の多様化,0.0,18.0,25.0,28区
練馬区,労働法制の整備,6.0,5.0,32.0,9区
練馬区,労働法制の整備,6.0,5.0,32.0,28区
練馬区,在宅医療の推進,16.0,3.0,24.0,9区
練馬区,在宅医療の推進,16.0,3.0,24.0,28区
練馬区,介護人材の確保,19.0,17.0,7.0,9区
練馬区,介護人材の確保,19.0,17.0,7.0,28区
練馬区,医療費の持続可能性確保,5.0,20.0,18.0,9区
練馬区,医療費の持続可能性確保,5.0,20.0,18.0,28区
練馬区,サイバーセキュリティの強化,28.0,2.0,13.0,9区
練馬区,サイバーセキュリティの強化,28.0,2.0,13.0,28区
練馬区,電子政府（e-Government）の推進,14.0,26.0,3.0,9区
練馬区,電子政府（e-Government）の推進,14.0,26.0,3.0,28区
羽村市,外国人労働者の受け入れ拡大,1.0,9.0,4.0,25区
羽村市,子育て支援の充実,2.0,4.0,8.0,25区
羽村市,インフラ投資の強化,1.0,9.0,4.0,25区
羽村市,イノベーションの促進,1.0,2.0,11.0,25区
羽村市,防衛力の強化,10.0,2.0,2.0,25区
羽村市,憲法９条の改正,0.0,10.0,4.0,25区
羽村市,再生可能エネルギーの導入促進,3.0,2.0,9.0,25区
羽村市,エネルギー安全保障の確保,2.0,11.0,1.0,25区
羽村市,日米同盟の廃止,6.0,7.0,1.0,25区
羽村市,教育格差の是正,5.0,1.0,8.0,25区
羽村市,地域資源の活用,2.0,2.0,10.0,25区
羽村市,働き方の多様化,0.0,10.0,4.0,25区
羽村市,労働法制の整備,6.0,2.0,6.0,25区
羽村市,在宅医療の推進,2.0,1.0,11.0,25区
羽村市,介護人材の確保,7.0,4.0,3.0,25区
羽村市,医療費の持続可能性確保,4.0,7.0,3.0,25区
羽村市,サイバーセキュリティの強化,5.0,3.0,6.0,25区
羽村市,電子政府（e-Government）の推進,3.0,6.0,5.0,25区
荒川区,外国人労働者の受け入れ拡大,0.0,8.0,5.0,29区
荒川区,子育て支援の充実,2.0,1.0,10.0,29区
荒川区,インフラ投資の強化,0.0,7.0,6.0,29区
荒川区,イノベーションの促進,0.0,7.0,6.0,29区
荒川区,防衛力の強化,4.0,5.0,4.0,29区
荒川区,憲法９条の改正,2.0,7.0,4.0,29区
荒川区,再生可能エネルギーの導入促進,0.0,0.0,13.0,29区
荒川区,エネルギー安全保障の確保,4.0,7.0,2.0,29区
荒川区,日米同盟の廃止,5.0,7.0,1.0,29区
荒川区,教育格差の是正,5.0,3.0,5.0,29区
荒川区,地域資源の活用,2.0,3.0,8.0,29区
荒川区,働き方の多様化,0.0,5.0,8.0,29区
荒川区,労働法制の整備,5.0,0.0,8.0,29区
荒川区,在宅医療の推進,4.0,0.0,9.0,29区
荒川区,介護人材の確保,6.0,6.0,1.0,29区
荒川区,医療費の持続可能性確保,2.0,7.0,4.0,29区
荒川区,サイバーセキュリティの強化,10.0,0.0,3.0,29区
荒川区,電子政府（e-Government）の推進,2.0,7.0,4.0,29区
葛飾区,外国人労働者の受け入れ拡大,1.0,15.0,21.0,17区
葛飾区,子育て支援の充実,8.0,7.0,22.0,17区
葛飾区,インフラ投資の強化,1.0,25.0,11.0,17区
葛飾区,イノベーションの促進,0.0,12.0,25.0,17区
葛飾区,防衛力の強化,21.0,8.0,8.0,17区
葛飾区,憲法９条の改正,1.0,27.0,9.0,17区
葛飾区,再生可能エネルギーの導入促進,3.0,6.0,28.0,17区
葛飾区,エネルギー安全保障の確保,4.0,28.0,5.0,17区
葛飾区,日米同盟の廃止,18.0,18.0,1.0,17区
葛飾区,教育格差の是正,8.0,5.0,24.0,17区
葛飾区,地域資源の活用,4.0,10.0,23.0,17区
葛飾区,働き方の多様化,1.0,14.0,22.0,17区
葛飾区,労働法制の整備,8.0,5.0,24.0,17区
葛飾区,在宅医療の推進,8.0,0.0,29.0,17区
葛飾区,介護人材の確保,24.0,9.0,4.0,17区
葛飾区,医療費の持続可能性確保,2.0,22.0,13.0,17区
葛飾区,サイバーセキュリティの強化,22.0,3.0,12.0,17区
葛飾区,電子政府（e-Government）の推進,5.0,25.0,7.0,17区
西多摩郡奥多摩町,外国人労働者の受け入れ拡大,0.0,1.0,2.0,
西多摩郡奥多摩町,子育て支援の充実,3.0,0.0,0.0,
西多摩郡奥多摩町,インフラ投資の強化,0.0,1.0,2.0,
西多摩郡奥多摩町,イノベーションの促進,0.0,0.0,3.0,
西多摩郡奥多摩町,防衛力の強化,2.0,0.0,1.0,
西多摩郡奥多摩町,憲法９条の改正,0.0,3.0,0.0,
西多摩郡奥多摩町,再生可能エネルギーの導入促進,0.0,3.0,0.0,
西多摩郡奥多摩町,エネルギー安全保障の確保,0.0,3.0,0.0,
西多摩郡奥多摩町,日米同盟の廃止,0.0,2.0,1.0,
西多摩郡奥多摩町,教育格差の是正,0.0,1.0,2.0,
西多摩郡奥多摩町,地域資源の活用,0.0,1.0,2.0,
西多摩郡奥多摩町,働き方の多様化,0.0,1.0,2.0,
西多摩郡奥多摩町,労働法制の整備,1.0,0.0,2.0,
西多摩郡奥多摩町,在宅医療の推進,0.0,0.0,3.0,
西多摩郡奥多摩町,介護人材の確保,0.0,3.0,0.0,
西多摩郡奥多摩町,医療費の持続可能性確保,0.0,1.0,2.0,
西多摩郡奥多摩町,サイバーセキュリティの強化,2.0,1.0,0.0,
西多摩郡奥多摩町,電子政府（e-Government）の推進,1.0,2.0,0.0,
西多摩郡日の出町,外国人労働者の受け入れ拡大,0.0,1.0,0.0,
西多摩郡日の出町,子育て支援の充実,0.0,0.0,1.0,
西多摩郡日の出町,インフラ投資の強化,0.0,0.0,1.0,
西多摩郡日の出町,イノベーションの促進,0.0,0.0,1.0,
西多摩郡日の出町,防衛力の強化,1.0,0.0,0.0,
西多摩郡日の出町,憲法９条の改正,0.0,1.0,0.0,
西多摩郡日の出町,再生可能エネルギーの導入促進,0.0,0.0,1.0,
西多摩郡日の出町,エネルギー安全保障の確保,0.0,1.0,0.0,
西多摩郡日の出町,日米同盟の廃止,0.0,1.0,0.0,
西多摩郡日の出町,教育格差の是正,0.0,1.0,0.0,
西多摩郡日の出町,地域資源の活用,0.0,1.0,0.0,
西多摩郡日の出町,働き方の多様化,0.0,0.0,1.0,
西多摩郡日の出町,労働法制の整備,1.0,0.0,0.0,
西多摩郡日の出町,在宅医療の推進,0.0,1.0,0.0,
西多摩郡日の出町,介護人材の確保,0.0,0.0,1.0,
西多摩郡日の出町,医療費の持続可能性確保,0.0,1.0,0.0,
西多摩郡日の出町,サイバーセキュリティの強化,1.0,0.0,0.0,
西多摩郡日の出町,電子政府（e-Government）の推進,0.0,0.0,1.0,
西多摩郡檜原村,外国人労働者の受け入れ拡大,0.0,2.0,2.0,
西多摩郡檜原村,子育て支援の充実,1.0,0.0,3.0,
西多摩郡檜原村,インフラ投資の強化,1.0,1.0,2.0,
西多摩郡檜原村,イノベーションの促進,0.0,1.0,3.0,
西多摩郡檜原村,防衛力の強化,4.0,0.0,0.0,
西多摩郡檜原村,憲法９条の改正,0.0,4.0,0.0,
西多摩郡檜原村,再生可能エネルギーの導入促進,1.0,0.0,3.0,
西多摩郡檜原村,エネルギー安全保障の確保,1.0,3.0,0.0,
西多摩郡檜原村,日米同盟の廃止,1.0,3.0,0.0,
西多摩郡檜原村,教育格差の是正,2.0,0.0,2.0,
西多摩郡檜原村,地域資源の活用,2.0,0.0,2.0,
西多摩郡檜原村,働き方の多様化,0.0,1.0,3.0,
西多摩郡檜原村,労働法制の整備,0.0,0.0,4.0,
西多摩郡檜原村,在宅医療の推進,0.0,0.0,4.0,
西多摩郡檜原村,介護人材の確保,1.0,1.0,2.0,
西多摩郡檜原村,医療費の持続可能性確保,0.0,3.0,1.0,
西多摩郡檜原村,サイバーセキュリティの強化,2.0,0.0,2.0,
西多摩郡檜原村,電子政府（e-Government）の推進,0.0,2.0,2.0,
西多摩郡瑞穂町,外国人労働者の受け入れ拡大,0.0,4.0,4.0,
西多摩郡瑞穂町,子育て支援の充実,1.0,0.0,7.0,
西多摩郡瑞穂町,インフラ投資の強化,0.0,5.0,3.0,
西多摩郡瑞穂町,イノベーションの促進,0.0,2.0,6.0,
西多摩郡瑞穂町,防衛力の強化,4.0,3.0,1.0,
西多摩郡瑞穂町,憲法９条の改正,0.0,7.0,1.0,
西多摩郡瑞穂町,再生可能エネルギーの導入促進,0.0,2.0,6.0,
西多摩郡瑞穂町,エネルギー安全保障の確保,1.0,4.0,3.0,
西多摩郡瑞穂町,日米同盟の廃止,5.0,3.0,0.0,
西多摩郡瑞穂町,教育格差の是正,2.0,1.0,5.0,
西多摩郡瑞穂町,地域資源の活用,0.0,0.0,8.0,
西多摩郡瑞穂町,働き方の多様化,1.0,3.0,4.0,
西多摩郡瑞穂町,労働法制の整備,1.0,2.0,5.0,
西多摩郡瑞穂町,在宅医療の推進,3.0,0.0,5.0,
西多摩郡瑞穂町,介護人材の確保,6.0,1.0,1.0,
西多摩郡瑞穂町,医療費の持続可能性確保,1.0,3.0,4.0,
西多摩郡瑞穂町,サイバーセキュリティの強化,6.0,1.0,1.0,
西多摩郡瑞穂町,電子政府（e-Government）の推進,0.0,8.0,0.0,
西東京市,外国人労働者の受け入れ拡大,1.0,8.0,18.0,18区
西東京市,子育て支援の充実,9.0,2.0,16.0,18区
西東京市,インフラ投資の強化,1.0,12.0,14.0,18区
西東京市,イノベーションの促進,0.0,12.0,15.0,18区
西東京市,防衛力の強化,11.0,10.0,6.0,18区
西東京市,憲法９条の改正,0.0,17.0,10.0,18区
西東京市,再生可能エネルギーの導入促進,1.0,4.0,22.0,18区
西東京市,エネルギー安全保障の確保,4.0,18.0,5.0,18区
西東京市,日米同盟の廃止,9.0,17.0,1.0,18区
西東京市,教育格差の是正,9.0,3.0,15.0,18区
西東京市,地域資源の活用,0.0,7.0,20.0,18区
西東京市,働き方の多様化,0.0,9.0,18.0,18区
西東京市,労働法制の整備,6.0,3.0,18.0,18区
西東京市,在宅医療の推進,7.0,0.0,20.0,18区
西東京市,介護人材の確保,12.0,8.0,7.0,18区
西東京市,医療費の持続可能性確保,1.0,17.0,9.0,18区
西東京市,サイバーセキュリティの強化,16.0,0.0,11.0,18区
西東京市,電子政府（e-Government）の推進,7.0,12.0,8.0,18区
調布市,外国人労働者の受け入れ拡大,1.0,9.0,9.0,22区
調布市,子育て支援の充実,5.0,2.0,12.0,22区
調布市,インフラ投資の強化,0.0,12.0,7.0,22区
調布市,イノベーションの促進,0.0,9.0,10.0,22区
調布市,防衛力の強化,6.0,8.0,5.0,22区
調布市,憲法９条の改正,1.0,13.0,5.0,22区
調布市,再生可能エネルギーの導入促進,3.0,3.0,13.0,22区
調布市,エネルギー安全保障の確保,3.0,16.0,0.0,22区
調布市,日米同盟の廃止,7.0,11.0,1.0,22区
調布市,教育格差の是正,5.0,3.0,11.0,22区
調布市,地域資源の活用,2.0,9.0,8.0,22区
調布市,働き方の多様化,2.0,9.0,8.0,22区
調布市,労働法制の整備,4.0,1.0,14.0,22区
調布市,在宅医療の推進,4.0,0.0,15.0,22区
調布市,介護人材の確保,14.0,4.0,1.0,22区
調布市,医療費の持続可能性確保,4.0,11.0,4.0,22区
調布市,サイバーセキュリティの強化,15.0,0.0,4.0,22区
調布市,電子政府（e-Government）の推進,5.0,11.0,3.0,22区
豊島区,外国人労働者の受け入れ拡大,2.0,6.0,9.0,10区
豊島区,子育て支援の充実,8.0,1.0,8.0,10区
豊島区,インフラ投資の強化,1.0,12.0,4.0,10区
豊島区,イノベーションの促進,1.0,3.0,13.0,10区
豊島区,防衛力の強化,12.0,2.0,3.0,10区
豊島区,憲法９条の改正,0.0,10.0,7.0,10区
豊島区,再生可能エネルギーの導入促進,1.0,2.0,14.0,10区
豊島区,エネルギー安全保障の確保,2.0,12.0,3.0,10区
豊島区,日米同盟の廃止,5.0,11.0,1.0,10区
豊島区,教育格差の是正,4.0,2.0,11.0,10区
豊島区,地域資源の活用,2.0,7.0,8.0,10区
豊島区,働き方の多様化,1.0,8.0,8.0,10区
豊島区,労働法制の整備,3.0,3.0,11.0,10区
豊島区,在宅医療の推進,6.0,1.0,10.0,10区
豊島区,介護人材の確保,9.0,1.0,7.0,10区
豊島区,医療費の持続可能性確保,4.0,8.0,5.0,10区
豊島区,サイバーセキュリティの強化,11.0,1.0,5.0,10区
豊島区,電子政府（e-Government）の推進,4.0,11.0,2.0,10区
足立区,外国人労働者の受け入れ拡大,2.0,25.0,26.0,13区
足立区,外国人労働者の受け入れ拡大,2.0,25.0,26.0,29区
足立区,子育て支援の充実,11.0,7.0,35.0,13区
足立区,子育て支援の充実,11.0,7.0,35.0,29区
足立区,インフラ投資の強化,2.0,26.0,25.0,13区
足立区,インフラ投資の強化,2.0,26.0,25.0,29区
足立区,イノベーションの促進,2.0,18.0,33.0,13区
足立区,イノベーションの促進,2.0,18.0,33.0,29区
足立区,防衛力の強化,24.0,15.0,14.0,13区
足立区,防衛力の強化,24.0,15.0,14.0,29区
足立区,憲法９条の改正,2.0,29.0,22.0,13区
足立区,憲法９条の改正,2.0,29.0,22.0,29区
足立区,再生可能エネルギーの導入促進,7.0,7.0,39.0,13区
足立区,再生可能エネルギーの導入促進,7.0,7.0,39.0,29区
足立区,エネルギー安全保障の確保,11.0,33.0,9.0,13区
足立区,エネルギー安全保障の確保,11.0,33.0,9.0,29区
足立区,日米同盟の廃止,15.0,32.0,6.0,13区
足立区,日米同盟の廃止,15.0,32.0,6.0,29区
足立区,教育格差の是正,22.0,11.0,20.0,13区
足立区,教育格差の是正,22.0,11.0,20.0,29区
足立区,地域資源の活用,4.0,17.0,32.0,13区
足立区,地域資源の活用,4.0,17.0,32.0,29区
足立区,働き方の多様化,2.0,24.0,27.0,13区
足立区,働き方の多様化,2.0,24.0,27.0,29区
足立区,労働法制の整備,17.0,1.0,35.0,13区
足立区,労働法制の整備,17.0,1.0,35.0,29区
足立区,在宅医療の推進,9.0,2.0,42.0,13区
足立区,在宅医療の推進,9.0,2.0,42.0,29区
足立区,介護人材の確保,23.0,21.0,9.0,13区
足立区,介護人材の確保,23.0,21.0,9.0,29区
足立区,医療費の持続可能性確保,7.0,30.0,16.0,13区
足立区,医療費の持続可能性確保,7.0,30.0,16.0,29区
足立区,サイバーセキュリティの強化,36.0,1.0,16.0,13区
足立区,サイバーセキュリティの強化,36.0,1.0,16.0,29区
足立区,電子政府（e-Government）の推進,16.0,29.0,8.0,13区
足立区,電子政府（e-Government）の推進,16.0,29.0,8.0,29区
青ヶ島村,外国人労働者の受け入れ拡大,0.0,1.0,0.0,
青ヶ島村,子育て支援の充実,0.0,0.0,1.0,
青ヶ島村,インフラ投資の強化,0.0,0.0,1.0,
青ヶ島村,イノベーションの促進,0.0,1.0,0.0,
青ヶ島村,防衛力の強化,0.0,0.0,1.0,
青ヶ島村,憲法９条の改正,0.0,1.0,0.0,
青ヶ島村,再生可能エネルギーの導入促進,0.0,0.0,1.0,
青ヶ島村,エネルギー安全保障の確保,0.0,1.0,0.0,
青ヶ島村,日米同盟の廃止,0.0,1.0,0.0,
青ヶ島村,教育格差の是正,0.0,1.0,0.0,
青ヶ島村,地域資源の活用,0.0,0.0,1.0,
青ヶ島村,働き方の多様化,0.0,1.0,0.0,
青ヶ島村,労働法制の整備,0.0,0.0,1.0,
青ヶ島村,在宅医療の推進,1.0,0.0,0.0,
青ヶ島村,介護人材の確保,0.0,1.0,0.0,
青ヶ島村,医療費の持続可能性確保,1.0,0.0,0.0,
青ヶ島村,サイバーセキュリティの強化,1.0,0.0,0.0,
青ヶ島村,電子政府（e-Government）の推進,0.0,1.0,0.0,
青梅市,外国人労働者の受け入れ拡大,1.0,9.0,14.0,25区
青梅市,子育て支援の充実,14.0,0.0,10.0,25区
青梅市,インフラ投資の強化,0.0,14.0,10.0,25区
青梅市,イノベーションの促進,0.0,6.0,18.0,25区
青梅市,防衛力の強化,8.0,10.0,6.0,25区
青梅市,憲法９条の改正,2.0,16.0,6.0,25区
青梅市,再生可能エネルギーの導入促進,3.0,1.0,20.0,25区
青梅市,エネルギー安全保障の確保,4.0,16.0,4.0,25区
青梅市,日米同盟の廃止,9.0,15.0,0.0,25区
青梅市,教育格差の是正,9.0,5.0,10.0,25区
青梅市,地域資源の活用,3.0,5.0,16.0,25区
青梅市,働き方の多様化,1.0,9.0,14.0,25区
青梅市,労働法制の整備,9.0,1.0,14.0,25区
青梅市,在宅医療の推進,5.0,0.0,19.0,25区
青梅市,介護人材の確保,11.0,9.0,4.0,25区
青梅市,医療費の持続可能性確保,2.0,12.0,10.0,25区
青梅市,サイバーセキュリティの強化,15.0,0.0,9.0,25区
青梅市,電子政府（e-Government）の推進,8.0,12.0,4.0,25区
